,Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
501,01/24/2014,TOYT,4D,,BLK,S720225,IL,701 N. Sacramento,(773) 265-7605,6772687
502,01/24/2014,FORD,VN,,GRN,2033730,IL,701 N. Sacramento,(773) 265-7605,6772699
503,01/24/2014,,,,,,IL,701 N. Sacramento,(773) 265-7605,6772700
504,01/24/2014,CHEV,VN,,WHI,1216851-,IL,10300 S. Doty,(773) 568-8495 ,2728302
505,01/24/2014,FORD,4D,,WHI,278104,IL,10300 S. Doty,(773) 568-8495 ,2728301
506,01/24/2014,CHRY,4D,,GRY,XWT995,IL,10300 S. Doty,(773) 568-8495 ,2728303
507,01/24/2014,NISS,4D,,BLU,P708304,IL,10300 S. Doty,(773) 785-9752,1714190
508,01/24/2014,TOYT,2D,,TAN,R413995,IL,10300 S. Doty,(773) 568-8495 ,2728246
509,01/24/2014,LINC,4D,,BLK,,IL,10300 S. Doty,(773) 568-8495 ,2728279
510,01/24/2014,FORD,LL,,BLK,R905700,IL,10300 S. Doty,(773) 568-8495 ,2728273
511,01/24/2014,OLDS,LL,,BLK,L342866,IL,10300 S. Doty,(773) 568-8495 ,2728284
512,01/24/2014,CHEV,LL,TK,BLK,949962,IL,10300 S. Doty,(773) 568-8495 ,2728336
513,01/24/2014,OLDS,4D,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1532077
514,01/24/2014,SUBA,SW,,GRN,S327538,IL,701 N. Sacramento,(773) 265-1846,1532076
515,01/24/2014,CADI,4D,,BLU,N917965,IL,10300 S. Doty,(773) 568-8495 ,2728297
516,01/24/2014,LEXS,4D,,TAN,L606506,IL,10300 S. Doty,(773) 568-8495 ,2728296
517,01/24/2014,GMC,LL,,WHI,877N482,IL,10300 S. Doty,(773) 568-8495 ,2728294
518,01/24/2014,CHEV,LL,,TAN,VIK796,IN,10300 S. Doty,(773) 568-8495 ,2728293
519,01/24/2014,OLDS,4D,,MAR,N929908,IL,10300 S. Doty,(773) 568-8495 ,2728290
520,01/24/2014,TOYT,4D,,BLK,N762107,IL,10300 S. Doty,(773) 568-8495 ,2728285
521,01/24/2014,PONT,LL,,WHI,N792563,IL,10300 S. Doty,(773) 568-8495 ,2728215
522,01/24/2014,CHRY,LL,,WHI,R226149,IL,10300 S. Doty,(773) 568-8495 ,2728283
523,01/24/2014,DODG,VN,,BLU,,IL,10300 S. Doty,(773) 568-8495 ,2728282
524,01/24/2014,FORD,4D,,MAR,L684776,IL,10300 S. Doty,(773) 568-8495 ,2728289
525,01/24/2014,NISS,4D,,BLU,R818405,IL,10300 S. Doty,(773) 568-8495 ,2728288
526,01/24/2014,NISS,4D,,TAN,N755563,IL,10300 S. Doty,(773) 568-8495 ,2728287
527,01/24/2014,TOYT,4D,,BLK,N651102,IL,10300 S. Doty,(773) 568-8495 ,2728286
528,01/24/2014,TOYT,4D,,BLK,N651102,IL,10300 S. Doty,(773) 568-8495 ,2728286
529,01/24/2014,CHRY,4D,,GRY,BMF1419,GA,10300 S. Doty,(773) 568-8495 ,2728281
530,01/24/2014,PONT,2D,,WHI,P299498,IL,10300 S. Doty,(773) 568-8495 ,2728272
531,01/24/2014,FORD,LL,,RED,R425722,IL,701 N. Sacramento,(773) 265-7605,6772692
532,01/24/2014,FORD,VN,,WHI,N769307,IL,10300 S. Doty,(773) 568-8495 ,2728280
533,01/24/2014,CHEV,LL,,GRN,R494938,IL,10300 S. Doty,(773) 568-8495 ,2728278
534,01/24/2014,VOLV,4D,,SIL,N102369,IL,10300 S. Doty,(773) 568-8495 ,2728276
535,01/24/2014,MAZD,VN,,SIL,K537633,IL,10300 S. Doty,(773) 568-8495 ,2728270
536,01/24/2014,OLDS,4D,,BLK,N930580,IL,10300 S. Doty,(773) 568-8495 ,2728269
537,01/24/2014,CHEV,4D,,TAN,S623528,IL,10300 S. Doty,(773) 568-8495 ,2728268
538,01/24/2014,JEEP,LL,,GRN,R221610,IL,10300 S. Doty,(773) 568-8495 ,2728267
539,01/24/2014,DODG,4D,,GRN,S368603,IL,701 N. Sacramento,(773) 265-7605,6772691
540,01/24/2014,,TR,,BLU,3110019,MN,10300 S. Doty,(773) 568-8495 ,2728243
541,01/24/2014,VOLK,4D,,BLK,L848784,IL,701 N. Sacramento,(773) 265-1846,1532070
542,01/24/2014,MERC,LL,,SIL,R501907,IL,10300 S. Doty,(773) 568-8495 ,2728277
543,01/24/2014,CHEV,4D,,BLU,P512853,IL,10300 S. Doty,(773) 568-8495 ,2728271
544,01/24/2014,TOYT,4D,,RED,R149468,IL,10300 S. Doty,(773) 568-8495 ,2728274
545,01/24/2014,FORD,LL,,RED,N753468,IL,10300 S. Doty,(773) 568-8495 ,2728265
546,01/24/2014,PONT,4D,,RED,H186013,IL,10300 S. Doty,(773) 568-8495 ,2728248
547,01/24/2014,PONT,4D,,TAN,N976285,IL,10300 S. Doty,(773) 568-8495 ,2728239
548,01/24/2014,CHEV,VN,,SIL,N939467,IL,10300 S. Doty,(773) 568-8495 ,2728236
549,01/24/2014,MERC,LL,,RED,P330035,IL,10300 S. Doty,(773) 568-8495 ,2728255
550,01/24/2014,VOLV,4D,,BLK,X841903,IL,701 N. Sacramento,(773) 265-7605,6772689
551,01/24/2014,INFI,4D,,GRY,S116655,IL,10300 S. Doty,(773) 568-8495 ,2728256
552,01/24/2014,MITS,LL,,BLK,K384077,IL,10300 S. Doty,(773) 568-8495 ,2728252
553,01/24/2014,HOND,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495 ,2728251
554,01/24/2014,DODG,VN,,BLK,1083476,IL,10300 S. Doty,(773) 568-8495 ,2728250
555,01/24/2014,CHEV,4D,,MAR,L723881,IL,10300 S. Doty,(773) 568-8495 ,2728249
556,01/24/2014,BUIC,4D,,BLU,3271192,IL,10300 S. Doty,(773) 568-8495 ,2728237
557,01/24/2014,CADI,4D,,BLU,S214643,IL,10300 S. Doty,(773) 568-8495 ,2728238
558,01/24/2014,CADI,LL,,BLU,,IL,10300 S. Doty,(773) 568-8495 ,2728242
559,01/24/2014,HYUN,4D,,GRN,S143036,IL,10300 S. Doty,(773) 568-8495 ,2728247
560,01/24/2014,KIA,LL,TK,RED,L684688,IL,10300 S. Doty,(773) 568-8495 ,2728240
561,01/24/2014,CHEV,4D,,BLK,IT9676,IL,10300 S. Doty,(773) 568-8495 ,2728244
562,01/24/2014,TOYT,4D,,WHI,W66GPP,FL,Chicago O'hare International Airport remote lot E.,(312) 746-6350 ,415485
563,01/24/2014,MITS,4D,,GRY,Y488004,IL,701 N. Sacramento,(773) 265-7605,6772685
564,01/24/2014,BUIC,4D,,MAR,2487970,IL,701 N. Sacramento,(773) 265-7605,6772683
565,01/24/2014,SAA,4D,,BLK,N786452,IL,701 N. Sacramento,(773) 265-7605,6772682
566,01/24/2014,BUIC,4D,,SIL,N924639,IL,10300 S. Doty,(773) 568-8495 ,2728234
567,01/24/2014,CHRY,VN,,GRY,S820719,IL,701 N. Sacramento,(773) 265-7605,6772722
568,01/24/2014,BUIC,4D,,GRN,R453980,IL,10300 S. Doty,(773) 568-8495 ,2728232
569,01/24/2014,AUDI,4D,,SIL,P413113,IL,10300 S. Doty,(773) 568-8495 ,2728231
570,01/24/2014,MERC,LL,TK,BLK,P937561,IL,10300 S. Doty,(773) 568-8495 ,2728324
571,01/24/2014,CHEV,4D,,BLU,S775365,IL,10300 S. Doty,(773) 568-8495 ,2728227
572,01/24/2014,BUIC,4D,,RED,R178858,IL,10300 S. Doty,(773) 568-8495 ,2728226
573,01/24/2014,TOYT,4D,,MAR,481P030,IL,10300 S. Doty,(773) 568-8495 ,2728225
574,01/24/2014,MITS,LL,TK,BLK,PC190685,DE,10300 S. Doty,(773) 568-8495 ,2728348
575,01/24/2014,FORD,LL,,RED,S156970,IL,701 N. Sacramento,(773) 265-7605,6772679
576,01/24/2014,HYUN,4D,,BLU,R251512,IL,10300 S. Doty,(773) 568-8495 ,2728224
577,01/24/2014,CHRY,4D,,SIL,R191501,IL,10300 S. Doty,(773) 568-8495 ,2728223
578,01/24/2014,MERZ,4D,,GRY,S384052,IL,701 N. Sacramento,(773) 265-7605,6772713
579,01/24/2014,FORD,4D,,GRN,L707871,IL,10300 S. Doty,(773) 568-8495 ,2728349
580,01/24/2014,FORD,LL,,MAR,S328520,IL,701 N. Sacramento,(773) 265-7605,6772710
581,01/24/2014,KIA,4D,,GRY,H935647,IL,701 N. Sacramento,(773) 265-7605,6772703
582,01/24/2014,DODG,4D,,BLK,S125085,IL,10300 S. Doty,(773) 568-8495 ,2728222
583,01/24/2014,FORD,4D,,GRY,N939327,IL,10300 S. Doty,(773) 568-8495 ,2728210
584,01/24/2014,CHEV,LL,,SIL,,IL,10300 S. Doty,(773) 568-8495 ,272828
585,01/24/2014,BUIC,4D,,SIL,R486382,IL,10300 S. Doty,(773) 568-8495 ,2728344
586,01/24/2014,BUIC,4D,,TAN,R135921,IL,10300 S. Doty,(773) 568-8495 ,2728207
587,01/24/2014,LINC,4D,,BLK,S240734,IL,10300 S. Doty,(773) 568-8495 ,2728204
588,01/24/2014,BUIC,4D,,BLK,R762948,IL,10300 S. Doty,(773) 568-8495 ,2728326
589,01/24/2014,DODG,VN,,GRN,N573316,IL,10300 S. Doty,(773) 568-8495 ,2728220
590,01/24/2014,CADI,LL,,WHI,9653524,IL,10300 S. Doty,(773) 568-8495 ,461704
591,01/24/2014,MERC,LL,TK,BLK,S172470,IL,10300 S. Doty,(773) 568-8495 ,2728343
592,01/24/2014,CHRY,2D,,BLU,R507386,IL,10300 S. Doty,(773) 568-8495 ,2728219
593,01/24/2014,GMC,LL,,GRY,1447685B,IL,10300 S. Doty,(773) 568-8495 ,2728216
594,01/24/2014,VOLK,4D,,SIL,G326155,IL,10300 S. Doty,(773) 568-8495 ,2728346
595,01/24/2014,CHEV,4D,,BLK,J305213,IL,10300 S. Doty,(773) 568-8495 ,2728338
596,01/24/2014,CHEV,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495 ,2728337
597,01/24/2014,NISS,4D,,BLK,N935263,IL,10300 S. Doty,(773) 568-8495 ,2728331
598,01/24/2014,LINC,4D,,SIL,YNP717,IL,10300 S. Doty,(773) 568-8495 ,2728330
599,01/24/2014,FORD,4D,,BLK,K796053,IL,10300 S. Doty,(773) 568-8495 ,2728329
600,01/24/2014,FORD,VN,TK,GRN,S860875,IL,10300 S. Doty,(773) 568-8495 ,2728328
601,01/24/2014,CHEV,4D,,RED,R805054,IL,10300 S. Doty,(773) 568-8495 ,2728325
602,01/24/2014,CHEV,2D,,RED,S125013,IL,10300 S. Doty,(773) 568-8495 ,2728323
603,01/24/2014,FORD,4D,,WHI,3865306,IN,400 E. Lower Wacker,(312) 744-7550,900077
604,01/24/2014,NISS,4D,,GRY,,IL,701 N. Sacramento,(773) 265-7605,6772675
605,01/24/2014,PONT,VN,,WHI,S675569,IL,701 N. Sacramento,(773) 265-7605,6772674
606,01/24/2014,HOND,2D,,BLK,P427019,IL,701 N. Sacramento,(773) 265-7605,6772673
607,01/24/2014,FORD,PK,TK,RED,2997BH,IL,701 N. Sacramento,(773) 265-7605,6772672
608,01/24/2014,CHEV,4D,,SIL,900P506,IL,701 N. Sacramento,(773) 265-7605,6772670
609,01/24/2014,DODG,LL,DUR,MAR,R998436,IL,701 N. Sacramento,(773) 265-7605,6772669
610,01/24/2014,FORD,LL,TK,SIL,R999812,IL,701 N. Sacramento,(773) 265-7605,6772663
611,01/24/2014,FORD,4D,,BLU,R986179,IL,701 N. Sacramento,(773) 265-7605,6772664
612,01/24/2014,BUIC,4D,,GRY,R199356,IL,10300 S. Doty,(773) 568-8495 ,2728214
613,01/24/2014,BUIC,4D,,GRY,R979078,IL,701 N. Sacramento,(773) 265-7605,6772668
614,01/24/2014,BUIC,4D,,TAN,,IL,701 N. Sacramento,(773) 265-7605,6772667
615,01/24/2014,GMC,LL,,GLD,L925382,IL,10300 S. Doty,(773) 568-8495 ,2728212
616,01/24/2014,DODG,LL,TK,TAN,N762231,IL,10300 S. Doty,(773) 568-8495 ,2728316
617,01/24/2014,CHEV,VN,TK,MAR,,IL,10300 S. Doty,(773) 568-8495 ,2728312
618,01/24/2014,DODG,VN,,GRN,L611528,IL,10300 S. Doty,(773) 568-8495 ,2728315
619,01/23/2014,NISS,LL,TK,BLK,H728483,IL,10300 S. Doty,(773) 568-8495 ,2728196
620,01/23/2014,LARO,LL,,BLK,K386397,IL,10300 S. Doty,(773) 568-8495 ,2728198
621,01/23/2014,CHEV,LL,TK,BLU,9489179,IL,10300 S. Doty,(773) 568-8495 ,2728197
622,01/23/2014,BUIC,4D,,BLK,,,10300 S. Doty,(773) 568-8495 ,2728195
623,01/23/2014,BMW,4D,,BLK,R965592,IL,701 N. Sacramento,(773) 265-7605,6772657
624,01/23/2014,BMW,4D,,BLK,R971131,IL,400 E. Lower Wacker,(312) 744-7550,900069
625,01/23/2014,HOND,4D,,GRY,L674564,IL,701 N. Sacramento,(773) 265-7605,6772654
626,01/23/2014,DODG,LL,,TAN,X417160,IL,10300 S. Doty,(773) 568-8495 ,2728184
627,01/23/2014,PONT,4D,,RED,N929991,IL,10300 S. Doty,(773) 568-8495 ,2728194
628,01/23/2014,PONT,VN,TK,RED,R420757,IL,10300 S. Doty,(773) 568-8495 ,2728191
629,01/23/2014,CHEV,LL,TK,BLU,3367ZS-B,IL,10300 S. Doty,(773) 568-8495 ,2728190
630,01/23/2014,MERZ,4D,,SIL,R355303,IL,701 N. Sacramento,(773) 265-7605,6772653
631,01/23/2014,FORD,LL,,WHI,5690862,IL,701 N. Sacramento,(773) 265-1846,1532069
632,01/23/2014,CHEV,2D,,RED,1290401,IL,701 N. Sacramento,(773) 265-7605,6772652
633,01/23/2014,DODG,4D,,BLK,S906866,IL,701 N. Sacramento,(773) 265-7605,6772651
634,01/23/2014,LINC,LL,NAV,TAN,585P866,IL,701 N. Sacramento,(773) 265-7605,6772650
635,01/23/2014,TOYT,4D,,SIL,X902025,IL,400 E. Lower Wacker,(312) 744-7550,900062
636,01/23/2014,OLDS,4D,,TAN,S732059,IL,701 N. Sacramento,(773) 265-1846,1532068
637,01/23/2014,FORD,LL,,GRN,486BPC,IN,701 N. Sacramento,(773) 265-7605,6772649
638,01/23/2014,INFI,4D,,SIL,G339732,IL,10300 S. Doty,(773) 568-8495 ,2728189
639,01/23/2014,JEEP,LL,TK,BLK,R115083,IL,10300 S. Doty,(773) 568-8495 ,2728188
640,01/23/2014,CHEV,4D,,TAN,L471059,IL,10300 S. Doty,(773) 568-8495 ,2728187
641,01/23/2014,FORD,LL,TK,RED,N756508,IL,10300 S. Doty,(773) 568-8495 ,2728186
642,01/23/2014,NISS,4D,MAX,BLK,R252484,IL,10300 S. Doty,(773) 568-8495 ,2728183
643,01/23/2014,OLDS,4D,ALO,BLU,L348986,IL,10300 S. Doty,(773) 568-8495 ,2728182
644,01/23/2014,CHEV,LL,,WHI,H884845,IL,10300 S. Doty,(773) 568-8495 ,2728200
645,01/23/2014,PONT,4D,GRA,GRN,P636165,IL,10300 S. Doty,(773) 568-8495 ,2728180
646,01/23/2014,INFI,4D,J30,TAN,646EAG,MN,701 N. Sacramento,(773) 265-1846,1532067
647,01/23/2014,INFI,4D,J30,TAN,646EAG,MN,701 N. Sacramento,(773) 265-1846,1532067
648,01/23/2014,CHEV,4D,IMP,SIL,R224915,IL,10300 S. Doty,(773) 568-8495 ,2728177
649,01/23/2014,MERZ,4D,,SIL,602TVZ,WI,10300 S. Doty,(773) 568-8495 ,2728173
650,01/23/2014,FORD,4D,TAU,WHI,R215233,IL,10300 S. Doty,(773) 568-8495 ,2728179
651,01/23/2014,JEEP,LL,CHE,GRY,R600594,IL,10300 S. Doty,(773) 568-8495 ,2728178
652,01/23/2014,CHEV,VN,VEN,SIL,N927041,IL,10300 S. Doty,(773) 568-8495 ,2728174
653,01/23/2014,CHEV,4D,LUM,GRN,L940427,IL,10300 S. Doty,(773) 568-8495 ,2728171
654,01/23/2014,BUIC,4D,REG,BLK,R421062,IL,10300 S. Doty,(773) 568-8495 ,2728172
655,01/23/2014,LEXS,4D,,SIL,264467,IL,10300 S. Doty,(773) 568-8495 ,2728155
656,01/23/2014,FORD,4D,,WHI,N802197,IL,10300 S. Doty,(773) 568-8495 ,2728123
657,01/23/2014,TOYT,4T,,GRN,H729013,IL,10300 S. Doty,(773) 568-8495 ,2728117
658,01/23/2014,PONT,4D,,GRY,S105669,IL,10300 S. Doty,(773) 568-8495 ,2728107
659,01/23/2014,CHEV,VN,TK,WHI,,IL,10300 S. Doty,(773) 568-8495 ,2728185
660,01/23/2014,BUIC,4D,,GLD,S113371,IL,10300 S. Doty,(773) 568-8495 ,2728170
661,01/23/2014,DODG,4D,,GRY,943P878,IL,10300 S. Doty,(773) 568-8495 ,2728133
662,01/23/2014,CHEV,LL,BLZ,BLK,R376613,IL,10300 S. Doty,(773) 568-8495 ,2728166
663,01/23/2014,MITS,4D,,BLK,H188948,IL,10300 S. Doty,(773) 568-8495 ,2728168
664,01/23/2014,FORD,4D,TAU,TAN,VFR557,IN,701 N. Sacramento,(773) 265-7605,6772629
665,01/23/2014,NISS,4D,ALT,TAN,DAMIE1,IL,701 N. Sacramento,(773) 265-7605,6772628
666,01/23/2014,TOYT,4D,AVA,GRN,A654031,IL,701 N. Sacramento,(773) 265-7605,6772627
667,01/23/2014,DODG,4D,CHA,GRY,K853026,IL,10300 S. Doty,(773) 568-8495 ,2728160
668,01/23/2014,NISS,4D,ALT,WHI,K159678,IL,10300 S. Doty,(773) 568-8495 ,2728162
669,01/23/2014,CHEV,2D,MOC,RED,N339486,IL,701 N. Sacramento,(773) 265-7605,6772625
670,01/23/2014,AUDI,4D,,BLK,R489327,IL,701 N. Sacramento,(773) 265-7605,6772624
671,01/23/2014,CHEV,2D,CAM,BLK,H712615,IL,10300 S. Doty,(773) 568-8495 ,2728158
672,01/23/2014,DODG,VN,CVN,BLU,L418379,IL,10300 S. Doty,(773) 568-8495 ,2728156
673,01/23/2014,TOYT,PK,,GRY,65230HB,IL,701 N. Sacramento,(773) 265-7605,6772604
674,01/23/2014,DODG,VN,CVN,BLU,R858456,IL,10300 S. Doty,(773) 568-8495 ,2728153
675,01/23/2014,OLDS,4D,,RED,N762208,IL,10300 S. Doty,(773) 568-8495 ,2728152
676,01/23/2014,BUIC,4D,LES,TAN,R768935,IL,10300 S. Doty,(773) 568-8495 ,2728150
677,01/23/2014,HUMM,LL,,SIL,1961183,IL,10300 S. Doty,(773) 568-8495 ,2728201
678,01/23/2014,BUIC,4D,,BLK,S105135,IL,10300 S. Doty,(773) 568-8495 ,2728202
679,01/23/2014,GMC,LL,,RED,16332TW,IL,10300 S. Doty,(773) 568-8495 ,2728209
680,01/23/2014,HYUN,4D,ELN,BLK,P561195,IL,701 N. Sacramento,(773) 265-7605,6772622
681,01/23/2014,PONT,4D,BON,GRY,R880811,IL,701 N. Sacramento,(773) 265-7605,6772621
682,01/23/2014,DODG,4D,,TAN,XGU022,MN,701 N. Sacramento,(773) 265-7605,6772620
683,01/23/2014,GMC,VN,SAV,BRO,295R461,IL,701 N. Sacramento,(773) 265-7605,6772619
684,01/23/2014,CHEV,4D,MAL,GRN,R500603,IL,701 N. Sacramento,(773) 265-7605,6772618
685,01/23/2014,BUIC,4D,REG,GRN,R571864,IL,10300 S. Doty,(773) 568-8495 ,2728148
686,01/23/2014,CHEV,4D,IMP,SIL,L339378,IL,10300 S. Doty,(773) 568-8495 ,2728146
687,01/23/2014,GMC,LL,ENV,MAR,R838801,IL,10300 S. Doty,(773) 568-8495 ,2728144
688,01/23/2014,BUIC,4D,,GLD,ACB334,IL,701 N. Sacramento,(773) 265-7605,6772598
689,01/23/2014,FORD,2D,,BLU,S134792,IL,701 N. Sacramento,(773) 265-7605,6772597
690,01/23/2014,PONT,4D,,WHI,S276900,IL,10300 S. Doty,(773) 568-8495 ,2728142
691,01/23/2014,MERC,LL,TK,BLU,S782234,IL,701 N. Sacramento,(773) 265-7605,6772617
692,01/23/2014,MAZD,4D,PRO,TAN,X468348,IL,10300 S. Doty,(773) 568-8495 ,2728136
693,01/23/2014,MERC,2D,COU,RED,3845561,IL,10300 S. Doty,(773) 568-8495 ,2728140
694,01/23/2014,CADI,LL,,BLK,P681418,IL,10300 S. Doty,(773) 568-8495 ,2728139
695,01/23/2014,JEEP,LL,CHE,BLK,R383167,IL,10300 S. Doty,(773) 568-8495 ,2728135
696,01/23/2014,FORD,4D,,BLU,6777929,IL,10300 S. Doty,(773) 568-8495 ,2728137
697,01/23/2014,JEEP,LL,,BLK,P625230,IL,10300 S. Doty,(773) 568-8495 ,2728128
698,01/23/2014,HOND,4D,CIV,BLK,R700803,IL,10300 S. Doty,(773) 568-8495 ,2728126
699,01/23/2014,BUIC,4D,,WHI,S218973,IL,701 N. Sacramento,(773) 265-7605,6772616
700,01/23/2014,CHRY,,,,S108393,IL,10300 S. Doty,(773) 568-8495 ,2728121
701,01/23/2014,CHEV,LL,,GRY,K528675,IL,10300 S. Doty,(773) 568-8495 ,2728120
702,01/23/2014,TOYT,4T,,BLK,R443768,IL,10300 S. Doty,(773) 568-8495 ,2728119
703,01/23/2014,MAZD,4T,,BLK,L635122,IL,10300 S. Doty,(773) 568-8495 ,2728118
704,01/23/2014,CADI,4D,,RED,L753695,IL,10300 S. Doty,(773) 568-8495 ,2728116
705,01/23/2014,MAZD,2T,,WHI,H802998,IL,10300 S. Doty,(773) 568-8495 ,2728111
706,01/23/2014,GMC,LL,,GRY,K413143,IL,10300 S. Doty,(773) 568-8495 ,2728112
707,01/23/2014,TOYT,4H,,BLK,G184433,IL,10300 S. Doty,(773) 568-8495 ,2728110
708,01/23/2014,CHEV,2D,,WHI,S626307,IL,10300 S. Doty,(773) 568-8495 ,2728115
709,01/23/2014,DODG,VN,,RED,,IL,10300 S. Doty,(773) 568-8495 ,2728114
710,01/23/2014,CHEV,VN,,BGE,N921842,IL,10300 S. Doty,(773) 568-8495 ,2728109
711,01/23/2014,CHEV,4D,,BLK,P724344,IL,701 N. Sacramento,(773) 265-7605,6772642
712,01/23/2014,HOND,4D,,BLK,825AOK,IN,701 N. Sacramento,(773) 265-7605,6772639
713,01/23/2014,HYUN,,,,,IL,701 N. Sacramento,(773) 265-7605,6772596
714,01/23/2014,DODG,VN,,WHI,1085215B,IL,701 N. Sacramento,(773) 265-7605,6772607
715,01/23/2014,CADI,2D,,BLK,P880505,IL,701 N. Sacramento,(773) 265-7605,6772611
716,01/23/2014,NISS,4D,,RED,R495053,IL,701 N. Sacramento,(773) 265-7605,6772600
717,01/23/2014,PONT,4D,,TAN,R974054,IL,10300 S. Doty,(773) 568-8495 ,2728102
718,01/23/2014,MERC,4D,,WHI,S236711,IL,701 N. Sacramento,(773) 265-7605,6772599
719,01/23/2014,TOYT,4D,,WHI,LVNR00,NV,10300 S. Doty,(773) 568-8495 ,2728104
720,01/23/2014,SATR,4D,,GRN,R130418,IL,10300 S. Doty,(773) 568-8495 ,2728101
721,01/23/2014,LINC,4D,,RED,R128043,IL,701 N. Sacramento,(773) 265-7605,6772601
722,01/23/2014,CHEV,LL,,GRN,87387XB,IL,701 N. Sacramento,(773) 265-7605,6772609
723,01/23/2014,GMC,VN,,BRO,F241835,IL,10300 S. Doty,(773) 568-8495 ,2728097
724,01/23/2014,MITS,2D,,RED,P434857,IL,701 N. Sacramento,(773) 265-7605,6772608
725,01/22/2014,CHEV,4D,,GLD,8134188,IL,10300 S. Doty,(773) 568-8495 ,2728090
726,01/22/2014,MERC,4D,,RED,S414160,IL,701 N. Sacramento,(773) 265-7605,6772595
727,01/22/2014,CHEV,4D,,GRN,R688798,IL,701 N. Sacramento,(773) 265-7605,6772593
728,01/22/2014,SATR,4D,,GRY,S375391,IL,10300 S. Doty,(773) 568-8495 ,2728085
729,01/22/2014,KIA,4D,,BLK,,,10300 S. Doty,(773) 568-8495 ,2728083
730,01/22/2014,HYUN,4D,,WHI,47L30S9,AL,10300 S. Doty,(773) 568-8495 ,2728082
731,01/22/2014,FORD,LL,TK,GRY,S209351,IL,10300 S. Doty,(773) 568-8495 ,2728081
732,01/22/2014,CHEV,LL,,BLU,S863363,IL,701 N. Sacramento,(773) 265-7605,6772588
733,01/22/2014,MERC,4D,,GRY,489P050,IL,701 N. Sacramento,(773) 265-7605,6772587
734,01/22/2014,BUIC,4D,,GRY,S226860,IL,701 N. Sacramento,(773) 265-7605,6772586
735,01/22/2014,VOLK,4D,,BLK,,IL,701 N. Sacramento,(773) 265-1846,1532064
736,01/22/2014,CHRY,VN,TK,BLK,L902208,IL,701 N. Sacramento,(773) 265-7605,6772561
737,01/22/2014,CHEV,4D,,SIL,S218340,IL,701 N. Sacramento,(773) 265-7605,6772560
738,01/22/2014,DODG,4D,,GLD,R420591,IL,10300 S. Doty,(773) 568-8495 ,2728079
739,01/22/2014,KIA,VN,TK,BLU,680P354,IL,10300 S. Doty,(773) 568-8495 ,2728072
740,01/22/2014,PONT,4D,,GRN,H284212,IL,10300 S. Doty,(773) 568-8495 ,2728071
741,01/22/2014,OLDS,4D,,GRY,,,10300 S. Doty,(773) 568-8495 ,2728069
742,01/22/2014,FORD,VN,,BLU,1448084,WI,701 N. Sacramento,(773) 265-1846,1532062
743,01/22/2014,MITS,4D,,TAN,948P665,IL,10300 S. Doty,(773) 785-9752,1714188
744,01/22/2014,CHEV,2D,,BLU,L924565,IL,10300 S. Doty,(773) 568-8495 ,2728068
745,01/22/2014,HOND,LL,,BLU,,IL,701 N. Sacramento,(773) 265-1846,1532061
746,01/22/2014,VOLK,4D,PAS,GRY,R770204,IL,10300 S. Doty,(773) 568-8495 ,2728067
747,01/22/2014,CHEV,LL,BLZ,GRN,N649289,IL,10300 S. Doty,(773) 568-8495 ,2728063
748,01/22/2014,FORD,4D,,BLU,,IL,10300 S. Doty,(773) 568-8495 ,2728089
749,01/22/2014,CHRY,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495 ,2728105
750,01/22/2014,MERC,4D,,GRY,S222042,IL,10300 S. Doty,(773) 568-8495 ,2728049
751,01/22/2014,FORD,4D,,TAN,R998931,IL,10300 S. Doty,(773) 568-8495 ,2728046
