,Tow Date,Make,Style,Model,Color,Plate,State,Towed to Address,Tow Facility Phone,Inventory Number
752,01/22/2014,GMC,LL,,SIL,N924746,IL,10300 S. Doty,(773) 568-8495 ,2728035
753,01/22/2014,FORD,LL,,GRN,R605855,IL,10300 S. Doty,(773) 568-8495 ,2728034
754,01/22/2014,MERC,LL,,GRN,629P529,IL,10300 S. Doty,(773) 568-8495 ,2728033
755,01/22/2014,HOND,4D,CIV,WHI,L249653,IL,701 N. Sacramento,(773) 265-1846,1532059
756,01/22/2014,SUBA,4D,,GRY,H807369,IL,701 N. Sacramento,(773) 265-7605,6772555
757,01/22/2014,CHRY,4D,SEB,RED,N769425,IL,10300 S. Doty,(773) 568-8495 ,2728061
758,01/22/2014,KIA,VN,,GRN,N678267,IL,10300 S. Doty,(773) 785-9752,1714189
759,01/22/2014,DODG,4D,,RED,S210859,IL,10300 S. Doty,(773) 785-9752,1714186
760,01/22/2014,TOYT,4D,AVA,GRY,T796991,IL,701 N. Sacramento,(773) 265-7605,6772557
761,01/22/2014,CHEV,2D,,SIL,R592891,IL,701 N. Sacramento,(773) 265-7605,6772556
762,01/22/2014,CHEV,4D,,BLK,S741138,IL,10300 S. Doty,(773) 568-8495 ,2728057
763,01/22/2014,AUDI,LL,,BLK,S227339,IL,10300 S. Doty,(773) 568-8495 ,2728096
764,01/22/2014,BUIC,4D,,MAR,X580346,IL,10300 S. Doty,(773) 568-8495 ,2728055
765,01/22/2014,NISS,4D,,RED,R555710,IL,10300 S. Doty,(773) 568-8495 ,2728060
766,01/22/2014,ACUR,4D,,GRY,X702046,IL,701 N. Sacramento,(773) 265-7605,6772551
767,01/22/2014,HYUN,4D,,SIL,R427915,IL,701 N. Sacramento,(773) 265-7605,6772552
768,01/22/2014,PONT,2D,,MAR,K494161,IL,10300 S. Doty,(773) 568-8495 ,2728058
769,01/22/2014,TOYT,4D,,BLK,3614504,IL,701 N. Sacramento,(773) 265-7605,6772583
770,01/22/2014,HOND,LL,,SIL,K793036,IL,701 N. Sacramento,(773) 265-7605,6772582
771,01/22/2014,FORD,VN,,GRN,,IL,701 N. Sacramento,(773) 265-7605,6772594
772,01/22/2014,FORD,4D,,MAR,G850493,IL,701 N. Sacramento,(773) 265-7605,6772592
773,01/22/2014,HOND,4D,,GRN,P179343,IL,701 N. Sacramento,(773) 265-7605,6772584
774,01/22/2014,HOND,SW,,GRN,L968355,IL,701 N. Sacramento,(773) 265-7605,6772585
775,01/22/2014,CHEV,LL,TK,BGE,S231502,IL,701 N. Sacramento,(773) 265-7605,6772549
776,01/22/2014,TOYT,4D,,BLU,890P024,IL,701 N. Sacramento,(773) 265-7605,6772537
777,01/22/2014,CHEV,LL,,TAN,P552130,IL,10300 S. Doty,(773) 568-8495 ,2728041
778,01/22/2014,NISS,4D,,GRY,KJ7C8K,MN,10300 S. Doty,(773) 568-8495 ,2728040
779,01/22/2014,CHEV,PK,,TAN,1131739,IL,10300 S. Doty,(773) 568-8495 ,2728039
780,01/22/2014,FORD,VN,,BLU,R507555,IL,701 N. Sacramento,(773) 265-1846,1532060
781,01/22/2014,CHEV,4D,,RED,B637864,IL,10300 S. Doty,(773) 568-8495 ,2728047
782,01/22/2014,CHEV,4D,,RED,K425176,IL,10300 S. Doty,(773) 568-8495 ,2728045
783,01/22/2014,FORD,4D,,WHI,S124552,IL,10300 S. Doty,(773) 568-8495 ,2728044
784,01/22/2014,DODG,4D,,BLK,926P299,IL,10300 S. Doty,(773) 568-8495 ,2728043
785,01/22/2014,LINC,4D,,GRY,911P173,IL,10300 S. Doty,(773) 568-8495 ,2728052
786,01/22/2014,INFI,4D,,GLD,BGG767,IA,10300 S. Doty,(773) 568-8495 ,2728051
787,01/22/2014,CHRY,4D,,BLK,S286885,IL,701 N. Sacramento,(773) 265-7605,6772541
788,01/22/2014,NISS,LL,,SIL,N138641,IL,701 N. Sacramento,(773) 265-7605,6772544
789,01/22/2014,FORD,4D,,SIL,S680518,IL,701 N. Sacramento,(773) 265-7605,6772550
790,01/22/2014,OLDS,4D,,RED,S372801,IL,701 N. Sacramento,(773) 265-7605,6772548
791,01/22/2014,NISS,4D,,BLK,954P106,IL,701 N. Sacramento,(773) 265-7605,6772547
792,01/22/2014,FORD,VN,,,CGC1012,IL,701 N. Sacramento,(773) 265-7605,6772580
793,01/22/2014,BUIC,4D,,BLU,S717466,IL,701 N. Sacramento,(773) 265-7605,6772579
794,01/22/2014,CHEV,VN,,WHI,N853811,IL,701 N. Sacramento,(773) 265-7605,6772578
795,01/22/2014,CHEV,VN,,BLU,R114056,IL,701 N. Sacramento,(773) 265-7605,6772577
796,01/22/2014,HOND,4D,,MAR,S252003,IL,701 N. Sacramento,(773) 265-7605,6772576
797,01/22/2014,HOND,4D,,GRY,L853385,IL,701 N. Sacramento,(773) 265-7605,6772575
798,01/22/2014,HYUN,4D,,GRY,X513542,IL,701 N. Sacramento,(773) 265-7605,6772574
799,01/22/2014,CHEV,4D,,GRY,R250271,IL,701 N. Sacramento,(773) 265-7605,6772572
800,01/22/2014,NISS,4D,,RED,8741909,IL,701 N. Sacramento,(773) 265-7605,6772566
801,01/22/2014,CHEV,LL,,GRY,66073FF,IL,701 N. Sacramento,(773) 265-7605,6772565
802,01/22/2014,BUIC,LL,,BLU,1178741,IL,701 N. Sacramento,(773) 265-7605,6772573
803,01/22/2014,TOYT,4D,,MAR,R769908,IL,701 N. Sacramento,(773) 265-7605,6772570
804,01/22/2014,VOLK,4D,,GRY,S227790,IL,701 N. Sacramento,(773) 265-7605,6772564
805,01/22/2014,CHRY,4D,,BLK,H295824,IL,701 N. Sacramento,(773) 265-7605,6772569
806,01/22/2014,FORD,4D,,GRY,OL166,IL,701 N. Sacramento,(773) 265-7605,6772568
807,01/22/2014,DODG,4D,,RED,652YYX,CO,701 N. Sacramento,(773) 265-7605,6772567
808,01/22/2014,MAZD,2D,,GRY,X485354,IL,701 N. Sacramento,(773) 265-7605,6772563
809,01/22/2014,CADI,4D,,SIL,,IL,10300 S. Doty,(773) 568-8495 ,2728106
810,01/22/2014,HOND,4D,,SIL,R597456,IL,10300 S. Doty,(773) 568-8495 ,2728100
811,01/22/2014,FORD,4D,,WHI,UVX127,IN,701 N. Sacramento,(773) 265-7605,6772540
812,01/22/2014,NISS,LL,,RED,3BG9016,MN,701 N. Sacramento,(773) 265-7605,6772536
813,01/22/2014,VOLK,4T,,WHI,N763709,IL,10300 S. Doty,(773) 568-8495 ,2728095
814,01/22/2014,CHEV,4D,,BLK,S112512,IL,10300 S. Doty,(773) 568-8495 ,2728094
815,01/21/2014,TOYT,2D,,BLK,R110973,IL,10300 S. Doty,(773) 568-8495 ,2728029
816,01/21/2014,VOLK,4D,,GRN,P934034,IL,10300 S. Doty,(773) 568-8495 ,2728028
817,01/21/2014,FORD,LL,,GRN,48320B,IN,10300 S. Doty,(773) 568-8495 ,2728027
818,01/21/2014,PONT,4D,,BLK,S129770,IL,701 N. Sacramento,(773) 265-7605,6772529
819,01/21/2014,HOND,LL,,GRY,P893029,IL,701 N. Sacramento,(773) 265-7605,6772527
820,01/21/2014,OLDS,VN,,GLD,R461356,IL,10300 S. Doty,(773) 568-8495 ,2728026
821,01/21/2014,CHEV,LL,,BLK,S782526,IL,701 N. Sacramento,(773) 265-7605,6772525
822,01/21/2014,FORD,2D,,RED,8940536,IL,701 N. Sacramento,(773) 265-7605,6772522
823,01/21/2014,BUIC,4D,,TAN,R496054,IL,10300 S. Doty,(773) 568-8495 ,2728023
824,01/21/2014,FORD,4D,,SIL,1944651,IL,701 N. Sacramento,(773) 265-7605,6772516
825,01/21/2014,HYUN,4D,,TAN,N801988,IL,701 N. Sacramento,(773) 265-7605,6772517
826,01/21/2014,HOND,4D,,SIL,S116660,IL,701 N. Sacramento,(773) 265-7605,6772518
827,01/21/2014,FORD,VN,TK,GRY,K964885,IL,701 N. Sacramento,(773) 265-7605,6772515
828,01/21/2014,PONT,4D,,GRY,874NPD,WI,701 N. Sacramento,(773) 265-7605,6772513
829,01/21/2014,DODG,4D,,BLK,N653388,IL,10300 S. Doty,(773) 568-8495 ,2728022
830,01/21/2014,AUDI,4D,,BLK,S209917,IL,10300 S. Doty,(773) 568-8495 ,2728021
831,01/21/2014,FORD,4D,,MAR,G577166,IL,701 N. Sacramento,(773) 265-7605,6772533
832,01/21/2014,CHEV,4D,,GLD,R412876,IL,701 N. Sacramento,(773) 265-7605,6772531
833,01/21/2014,DODG,PK,,RED,8686SJ,IL,701 N. Sacramento,(773) 265-7605,6772520
834,01/21/2014,BUIC,4D,,TAN,6251921,IL,701 N. Sacramento,(773) 265-7605,6772502
835,01/21/2014,MITS,4D,,RED,5582107,IL,701 N. Sacramento,(773) 265-7605,6772501
836,01/21/2014,DODG,4D,,BLU,,IL,701 N. Sacramento,(773) 265-7605,6772510
837,01/21/2014,FORD,4D,,RED,L793347,IL,701 N. Sacramento,(773) 265-7605,6772511
838,01/21/2014,PONT,VN,,BLK,L320512,IL,701 N. Sacramento,(773) 265-7605,6772509
839,01/21/2014,HYUN,4D,,BLK,,IL,10300 S. Doty,(773) 785-9752,1714185
840,01/21/2014,FORD,4D,,SIL,R798872,IL,10300 S. Doty,(773) 785-9752,1714184
841,01/21/2014,INFI,LL,,GRY,K991404,IL,701 N. Sacramento,(773) 265-7605,6772507
842,01/21/2014,LEXS,4D,,BLK,N929217,IL,701 N. Sacramento,(773) 265-7605,6772506
843,01/21/2014,ACUR,4D,,WHI,N808463,IL,701 N. Sacramento,(773) 265-7605,6772505
844,01/21/2014,HUMM,LL,,WHI,9910821,IL,701 N. Sacramento,(773) 265-7605,6772455
845,01/21/2014,DODG,LL,,BLK,N488911,IL,701 N. Sacramento,(773) 265-7605,6772519
846,01/21/2014,FORD,4D,,TAN,H178143,IL,701 N. Sacramento,(773) 265-7605,6772498
847,01/21/2014,BUIC,LL,,RED,A339356,IL,701 N. Sacramento,(773) 265-7605,6772500
848,01/21/2014,NISS,VN,TK,BLU,R761085,IL,10300 S. Doty,(773) 568-8495 ,2728017
849,01/21/2014,HYUN,4D,,BLK,A429735,IL,701 N. Sacramento,(773) 265-7605,6772499
850,01/21/2014,GMC,PK,TK,BLK,1433305,IL,10300 S. Doty,(773) 568-8495 ,2728016
851,01/21/2014,TOYT,4D,,RED,R438484,IL,701 N. Sacramento,(773) 265-7605,6772494
852,01/21/2014,LEXS,4D,,GRY,R473172,IL,701 N. Sacramento,(773) 265-7605,6772483
853,01/21/2014,NISS,LL,,GRN,L389457,IL,701 N. Sacramento,(773) 265-7605,6772482
854,01/21/2014,OLDS,4D,,WHI,L316512,IL,701 N. Sacramento,(773) 265-7605,6772481
855,01/21/2014,CHEV,4D,,GRY,P344887,IL,701 N. Sacramento,(773) 265-7605,6772475
856,01/21/2014,CHEV,4D,,BLU,S260906,IL,701 N. Sacramento,(773) 265-7605,6772451
857,01/21/2014,LEXS,4D,,WHI,K740396,IL,701 N. Sacramento,(773) 265-7605,6772448
858,01/21/2014,FORD,LL,EXP,BLU,X944006,IL,701 N. Sacramento,(773) 265-7605,6772480
859,01/21/2014,FORD,VN,EC1,GRN,K378913,IL,701 N. Sacramento,(773) 265-7605,6772478
860,01/21/2014,CADI,4D,DEV,GRY,L646382,IL,701 N. Sacramento,(773) 265-7605,6772474
861,01/21/2014,NISS,4D,ALT,GRY,S136033,IL,701 N. Sacramento,(773) 265-7605,6772471
862,01/21/2014,CADI,4D,DEV,GRY,K888808,IL,701 N. Sacramento,(773) 265-7605,6772469
863,01/21/2014,FORD,PK,,MAR,1351064,IL,701 N. Sacramento,(773) 265-7605,6772444
864,01/21/2014,VOLV,4D,,GRY,N208110,IL,701 N. Sacramento,(773) 265-7605,6772470
865,01/21/2014,CHEV,LL,,GRY,R113236,IL,701 N. Sacramento,(773) 265-7605,6772468
866,01/21/2014,CHEV,4D,IMP,WHI,L941877,IL,701 N. Sacramento,(773) 265-7605,6772472
867,01/21/2014,FORD,VN,WIN,MAR,R383001,IL,701 N. Sacramento,(773) 265-7605,6772467
868,01/21/2014,BUIC,4D,REG,WHI,N676393,IL,701 N. Sacramento,(773) 265-7605,6772466
869,01/21/2014,CADI,4D,DEV,TAN,A495216,IL,701 N. Sacramento,(773) 265-7605,6772465
870,01/21/2014,CHEV,VN,TK,WHI,9160394,IL,701 N. Sacramento,(773) 265-7605,6772532
871,01/21/2014,LEXS,4D,,BLK,N803600,IL,701 N. Sacramento,(773) 265-7605,6772512
872,01/21/2014,FORD,LL,,WHI,9573901,IL,701 N. Sacramento,(773) 265-7605,6772497
873,01/21/2014,CHEV,4D,,RED,L208408,IL,10300 S. Doty,(773) 568-8495 ,2728020
874,01/21/2014,DODG,PK,TK,TAN,S742984,IL,701 N. Sacramento,(773) 265-7605,6772462
875,01/21/2014,HUMM,LL,,GRY,N472145,IL,701 N. Sacramento,(773) 265-7605,6772464
876,01/21/2014,JEEP,LL,TK,MAR,,IL,701 N. Sacramento,(773) 265-7605,6772463
877,01/21/2014,CHEV,4D,,GRY,N727392,IL,701 N. Sacramento,(773) 265-7605,6772492
878,01/21/2014,TOYT,4D,,GRY,K390235,IL,10300 S. Doty,(773) 568-8495 ,2728018
879,01/21/2014,FORD,SW,,RED,,IL,10300 S. Doty,(773) 568-8495 ,2728013
880,01/21/2014,GMC,VN,TK,BLK,N938373,IL,10300 S. Doty,(773) 568-8495 ,2728012
881,01/21/2014,FORD,LL,,TAN,R447083,IL,10300 S. Doty,(773) 568-8495 ,2728010
882,01/21/2014,CHRY,VA,,GRY,S144442,IL,701 N. Sacramento,(773) 265-7605,6772489
883,01/21/2014,INFI,4D,,GLD,K134858,IL,701 N. Sacramento,(773) 265-7605,6772490
884,01/21/2014,FORD,VC,,GRN,IZZY51,IL,701 N. Sacramento,(773) 265-7605,6772486
885,01/21/2014,NISS,4D,,BLK,K917358,IL,701 N. Sacramento,(773) 265-7605,6772487
886,01/21/2014,SUZU,4D,,RED,ECK6783,NY,701 N. Sacramento,(773) 265-7605,6772488
887,01/21/2014,NISS,4D,,BLU,R349876,IL,701 N. Sacramento,(773) 265-7605,6772491
888,01/21/2014,MERZ,4D,,WHI,H935288,IL,701 N. Sacramento,(773) 265-7605,6772459
889,01/21/2014,NISS,4D,,BLK,R994554,IL,701 N. Sacramento,(773) 265-7605,6772460
890,01/21/2014,MERC,4D,,MAR,R448097,IL,701 N. Sacramento,(773) 265-7605,6772461
891,01/21/2014,CHRY,VN,TK,BGE,S995465,IL,10300 S. Doty,(773) 568-8495 ,2728009
892,01/21/2014,HYUN,4D,,SIL,982P778,IL,701 N. Sacramento,(773) 265-7605,6772458
893,01/21/2014,JAGU,4D,,GRY,R726564,IL,701 N. Sacramento,(773) 265-7605,6772453
894,01/21/2014,CHRY,VN,TK,WHI,R998081,IL,701 N. Sacramento,(773) 265-7605,6772457
895,01/21/2014,OLDS,2D,,RED,N201782,IL,10300 S. Doty,(773) 568-8495 ,461687
896,01/21/2014,FORD,VN,TK,BLK,P685564,IL,701 N. Sacramento,(773) 265-7605,6772449
897,01/21/2014,NISS,4D,,BLK,113R552,IL,701 N. Sacramento,(773) 265-7605,6772452
898,01/21/2014,FORD,4D,,GRY,R195942,IL,701 N. Sacramento,(773) 265-7605,6772445
899,01/21/2014,LINC,4D,,BLK,S262200,IL,10300 S. Doty,(773) 568-8495 ,461686
900,01/21/2014,KIA,4D,,RED,G276155,IL,10300 S. Doty,(773) 568-8495 ,2728006
901,01/21/2014,MERZ,4D,,BLK,209R616,IL,10300 S. Doty,(773) 568-8495 ,2728005
902,01/21/2014,TOYT,4D,,GRY,D75826,IL,10300 S. Doty,(773) 568-8495 ,2728004
903,01/21/2014,JEEP,LL,CHE,WHI,D179727,IL,701 N. Sacramento,(773) 265-7605,6772450
904,01/21/2014,BUIC,4D,,BLU,FXV2200,OH,10300 S. Doty,(773) 568-8495 ,2728000
905,01/21/2014,DODG,LL,,RED,N545401,IL,10300 S. Doty,(773) 568-8495 ,2727999
906,01/21/2014,SATR,4D,,BLK,S208394,IL,10300 S. Doty,(773) 568-8495 ,2727998
907,01/21/2014,BUIC,4D,,GRN,S237648,IL,701 N. Sacramento,(773) 265-7605,6772446
908,01/20/2014,TOYT,4D,,BLU,R375685,IL,701 N. Sacramento,(773) 265-7605,6772441
909,01/20/2014,PONT,4D,,SIL,S861222,IL,10300 S. Doty,(773) 568-8495 ,2727991
910,01/20/2014,CHEV,LL,,BLK,S211613,IL,10300 S. Doty,(773) 568-8495 ,2727992
911,01/20/2014,INFI,4D,,CRM,FYI6413,OH,701 N. Sacramento,(773) 265-7605,6772440
912,01/20/2014,NISS,4D,,BLU,R489406,IL,701 N. Sacramento,(773) 265-7605,6772438
913,01/20/2014,CHEV,4D,,RED,N765913,IL,10300 S. Doty,(773) 568-8495 ,2727990
914,01/20/2014,PONT,4D,,SIL,R451166,IL,701 N. Sacramento,(773) 265-7605,6772437
915,01/20/2014,PONT,4D,,BLK,S481322,IL,701 N. Sacramento,(773) 265-7605,6772436
916,01/20/2014,VOLK,4D,,GRN,,IL,10300 S. Doty,(773) 568-8495 ,2727988
917,01/20/2014,OLDS,4D,,TAN,G333813,IL,10300 S. Doty,(773) 568-8495 ,2727986
918,01/20/2014,FORD,4D,,BLU,H563613,IL,701 N. Sacramento,(773) 265-7605,6772433
919,01/20/2014,BUIC,4D,,TAN,704P355,IL,701 N. Sacramento,(773) 265-7605,6772434
920,01/20/2014,CHEV,4D,,SIL,S665690,IL,701 N. Sacramento,(773) 265-7605,6772432
921,01/20/2014,NISS,4D,,BLK,N900134,IL,701 N. Sacramento,(773) 265-7605,6772430
922,01/20/2014,LINC,4D,,WHI,R979679,IL,10300 S. Doty,(773) 568-8495 ,2727984
923,01/20/2014,CHEV,VN,TK,TAN,R410736,IL,10300 S. Doty,(773) 568-8495 ,2727983
924,01/20/2014,HOND,4D,,RED,D178758,IL,10300 S. Doty,(773) 568-8495 ,2727982
925,01/20/2014,MERZ,LL,,SIL,,IL,701 N. Sacramento,(773) 265-7605,6772428
926,01/20/2014,HOND,4D,,BRO,,IL,701 N. Sacramento,(773) 265-7605,6772429
927,01/20/2014,OLDS,4D,,SIL,N917294,IL,10300 S. Doty,(773) 568-8495 ,2727981
928,01/20/2014,CADI,4D,,GRN,P440504,IL,701 N. Sacramento,(773) 265-7605,6772426
929,01/20/2014,FORD,4D,,GRN,6575421,IL,701 N. Sacramento,(773) 265-7605,6772427
930,01/20/2014,CHEV,LL,,GRN,P329577,IL,10300 S. Doty,(773) 568-8495 ,2727963
931,01/20/2014,NISS,4D,,BLU,401UBX,WI,10300 S. Doty,(773) 568-8495 ,2727980
932,01/20/2014,MERC,4D,,TAN,C970798,IL,701 N. Sacramento,(773) 265-7605,6772392
933,01/20/2014,PONT,4D,,RED,FWD1562,OH,701 N. Sacramento,(773) 265-7605,6772357
934,01/20/2014,FORD,4D,,BLK,S656741,IL,701 N. Sacramento,(773) 265-7605,6772356
935,01/20/2014,DODG,VN,TK,RED,585P861,IL,701 N. Sacramento,(773) 265-7605,6772425
936,01/20/2014,CHRY,VN,,RED,K759909,IL,10300 S. Doty,(773) 568-8495 ,2727956
937,01/20/2014,PONT,4D,BON,BLU,N939698,IL,701 N. Sacramento,(773) 265-7605,6772419
938,01/20/2014,PONT,HB,,GRY,G785071,IL,701 N. Sacramento,(773) 265-7605,6772417
939,01/20/2014,PONT,4D,,SIL,G519745,IL,701 N. Sacramento,(773) 265-7605,6772369
940,01/20/2014,DODG,VN,R35,WHI,,IL,701 N. Sacramento,(773) 265-7605,6772368
941,01/20/2014,JEEP,LL,,WHI,S648184,IL,10300 S. Doty,(773) 568-8495 ,2727976
942,01/20/2014,INFI,4D,,BLU,R130988,IL,10300 S. Doty,(773) 568-8495 ,2727953
943,01/20/2014,FORD,2D,,BLU,1446632,IL,10300 S. Doty,(773) 568-8495 ,2727954
944,01/20/2014,HOND,2D,,GRN,,IL,10300 S. Doty,(773) 568-8495 ,2727958
945,01/20/2014,TOYT,4D,,BLK,H818167,IL,701 N. Sacramento,(773) 265-7605,6772439
946,01/20/2014,CHEV,LL,TK,MAR,DL2035,IL,701 N. Sacramento,(773) 265-7605,6772365
947,01/20/2014,PONT,4D,,GRN,R375431,IL,701 N. Sacramento,(773) 265-7605,6772346
948,01/20/2014,CHRY,VN,,SIL,A181989,IL,701 N. Sacramento,(773) 265-7605,6772341
949,01/20/2014,DODG,4D,,WHI,EIQ8754,OH,10300 S. Doty,(773) 568-8495 ,2727979
950,01/20/2014,FORD,4D,FOC,GRY,615LGA,IN,701 N. Sacramento,(773) 265-7605,6772408
951,01/20/2014,MERZ,2D,,SIL,B700RB,FL,10300 S. Doty,(773) 568-8495 ,2727978
952,01/20/2014,TOYT,4D,CAM,GLD,S396944,IL,701 N. Sacramento,(773) 265-7605,6772406
953,01/20/2014,HOND,2D,CIV,RED,R959699,IL,10300 S. Doty,(773) 568-8495 ,2727977
954,01/20/2014,CHEV,4D,,BLK,P852251,IL,10300 S. Doty,(773) 568-8495 ,2727975
955,01/20/2014,BUIC,4D,,BRO,931745,IL,10300 S. Doty,(773) 568-8495 ,2727941
956,01/20/2014,FORD,4D,,GRY,S236863,IL,10300 S. Doty,(773) 568-8495 ,2727974
957,01/20/2014,BMW,4D,,BLK,164R126,IL,701 N. Sacramento,(773) 265-7605,6772363
958,01/20/2014,TOYT,LL,,GRY,G303263,IL,10300 S. Doty,(773) 568-8495 ,2727972
959,01/20/2014,VOLK,4D,,BLK,KLNLVN,MI,10300 S. Doty,(773) 568-8495 ,2727971
960,01/20/2014,CHEV,4D,,BLK,R977594,IL,10300 S. Doty,(773) 568-8495 ,2727973
961,01/20/2014,MITS,LL,,SIL,68276FF,IL,10300 S. Doty,(773) 568-8495 ,2727970
962,01/20/2014,PONT,4D,,GRY,L923542,IL,10300 S. Doty,(773) 568-8495 ,2727934
963,01/20/2014,SATR,4D,,MAR,L709314,IL,10300 S. Doty,(773) 568-8495 ,2727948
964,01/20/2014,CHEV,4D,,TAN,K524415,IL,10300 S. Doty,(773) 568-8495 ,2727967
965,01/20/2014,TOYT,LL,,WHI,3065101,IL,10300 S. Doty,(773) 568-8495 ,2727968
966,01/20/2014,FORD,LL,TK,BLK,P351223,IL,701 N. Sacramento,(773) 265-7605,6772362
967,01/20/2014,VOLK,4D,,BLU,S751187,IL,10300 S. Doty,(773) 568-8495 ,2727966
968,01/20/2014,FORD,LL,TK,GLD,N779706,IL,701 N. Sacramento,(773) 265-7605,6772361
969,01/20/2014,FORD,4D,,BLU,S740983,IL,10300 S. Doty,(773) 568-8495 ,2727952
970,01/20/2014,CHEV,4D,,BLK,N326690,IL,701 N. Sacramento,(773) 265-7605,6772360
971,01/20/2014,NISS,4D,,BLK,K918117,IL,701 N. Sacramento,(773) 265-7605,6772359
972,01/20/2014,MERC,LL,,GRY,A626259,IL,10300 S. Doty,(773) 568-8495 ,2727947
973,01/20/2014,SATR,4D,,TAN,,IL,10300 S. Doty,(773) 568-8495 ,2727946
974,01/20/2014,CHRY,VN,TK,MAR,P796561,IL,10300 S. Doty,(773) 568-8495 ,2727945
975,01/20/2014,HYUN,4D,,BLK,N654812,IL,10300 S. Doty,(773) 568-8495 ,2727944
976,01/20/2014,CADI,4D,,RED,H564916,IL,10300 S. Doty,(773) 568-8495 ,2727943
977,01/20/2014,MERC,LL,TK,BLK,R749214,IL,701 N. Sacramento,(773) 265-7605,6772353
978,01/20/2014,DODG,2D,,BLU,L748106,IL,701 N. Sacramento,(773) 265-7605,6772350
979,01/20/2014,CADI,4D,,SIL,R140309,IL,701 N. Sacramento,(773) 265-7605,6772354
980,01/20/2014,CHEV,PK,,,1179773B,IL,701 N. Sacramento,(773) 265-7605,6772355
981,01/20/2014,HOND,4D,,BLK,9100722,IL,701 N. Sacramento,(773) 265-7605,6772351
982,01/20/2014,DODG,VN,TK,YEL,28920TX,IL,701 N. Sacramento,(773) 265-7605,6772352
983,01/20/2014,DODG,VN,TK,BRO,N932029,IL,10300 S. Doty,(773) 568-8495 ,2727939
984,01/20/2014,BMW,4D,,BLU,R491695,IL,701 N. Sacramento,(773) 265-7605,6772337
985,01/20/2014,CHRY,4D,,BLK,A949687,IL,701 N. Sacramento,(773) 265-7605,6772348
986,01/20/2014,CHEV,4D,,MAR,865P562,IL,10300 S. Doty,(773) 568-8495 ,2727937
987,01/20/2014,FORD,4D,,BLK,N305398,IL,10300 S. Doty,(773) 568-8495 ,2727936
988,01/20/2014,HOND,4D,,GRY,S859037,IL,10300 S. Doty,(773) 568-8495 ,2727935
989,01/20/2014,DODG,VN,,GRN,N931371,IL,10300 S. Doty,(773) 568-8495 ,2727933
990,01/20/2014,CHEV,4D,,WHI,N763584,IL,10300 S. Doty,(773) 568-8495 ,2727932
991,01/20/2014,TOYT,4D,,RED,R802697,IL,701 N. Sacramento,(773) 265-7605,6772342
992,01/20/2014,JEEP,LL,CHE,SIL,N341336,IL,701 N. Sacramento,(773) 265-7605,6772344
993,01/20/2014,VOLK,4D,,SIL,L375286,IL,701 N. Sacramento,(773) 265-7605,6772338
994,01/20/2014,OLDS,4D,,GLD,N579345,IL,701 N. Sacramento,(773) 265-7605,6772339
995,01/20/2014,DODG,VN,,BLU,H279784,IL,701 N. Sacramento,(773) 265-7605,6772340
996,01/20/2014,LINC,LM,,WHI,11356LY,IL,701 N. Sacramento,(773) 265-7605,6772345
997,01/20/2014,TOYT,4D,,MAR,R211390,IL,10300 S. Doty,(773) 568-8495 ,2727996
998,01/20/2014,OLDS,4D,,GRY,R445090,IL,10300 S. Doty,(773) 568-8495 ,2727995
999,01/20/2014,CHEV,4D,,BLU,S228708,IL,10300 S. Doty,(773) 568-8495 ,2727994
1000,01/20/2014,CADI,4D,,GRY,152ZYD,IN,10300 S. Doty,(773) 568-8495 ,2727993
